RunId,iteration,Step,height,width,hex,init0,init1,init2,inv0,inv1,inv2,increase_rate,color_map,0,1,2,$n_r$,$n_s$,$n_p$
0,0,105,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",233964,15113,923,0.935856,0.060452,0.003692
0,0,106,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",234423,14631,946,0.937692,0.058524,0.003784
0,0,107,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",234787,14231,982,0.939148,0.056924,0.003928
0,0,108,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",235125,13836,1039,0.9405,0.055344,0.004156
0,0,109,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",235396,13519,1085,0.941584,0.054076,0.00434
0,0,110,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",235755,13113,1132,0.94302,0.052452,0.004528
0,0,111,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",236112,12714,1174,0.944448,0.050856,0.004696
0,0,112,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",236373,12423,1204,0.945492,0.049692,0.004816
0,0,113,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",236646,12110,1244,0.946584,0.04844,0.004976
0,0,114,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",236877,11839,1284,0.947508,0.047356,0.005136
0,0,115,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",237116,11548,1336,0.948464,0.046192,0.005344
0,0,116,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",237358,11270,1372,0.949432,0.04508,0.005488
0,0,117,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",237577,11007,1416,0.950308,0.044028,0.005664
0,0,118,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",237799,10729,1472,0.951196,0.042916,0.005888
0,0,119,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",237958,10527,1515,0.951832,0.042108,0.00606
0,0,120,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",238121,10285,1594,0.952484,0.04114,0.006376
0,0,121,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",238295,10063,1642,0.95318,0.040252,0.006568
0,0,122,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",238452,9873,1675,0.953808,0.039492,0.0067
0,0,123,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",238565,9697,1738,0.95426,0.038788,0.006952
0,0,124,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",238648,9540,1812,0.954592,0.03816,0.007248
0,0,125,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",238781,9371,1848,0.955124,0.037484,0.007392
0,0,126,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",238853,9248,1899,0.955412,0.036992,0.007596
0,0,127,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",238901,9122,1977,0.955604,0.036488,0.007908
0,0,128,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",238952,9002,2046,0.955808,0.036008,0.008184
0,0,129,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",238953,8955,2092,0.955812,0.03582,0.008368
0,0,130,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",238951,8913,2136,0.955804,0.035652,0.008544
0,0,131,500,500,False,0.6211180124223603,0.3726708074534162,0.24844720496894412,0.05,0.5,0.3,True,"{0: 'red', 1: 'purple', 2: 'yellow'}",238966,8822,2212,0.955864,0.035288,0.008848
